-1.299371220732481902e+00,-1.302344353638167140e+00
-1.500934755295410872e+00,-1.209026244227350944e+00
-1.047416802528820856e+00,-1.133205280331062603e+00
-1.045478691619561973e+00,-9.990604980530143342e-01
-1.066797911621410355e+00,-9.524014433476062358e-01
-1.134631793445472825e+00,-8.357538065840859343e-01
-1.076488466167704994e+00,-5.033080418080529972e-01
-1.052262079801968397e+00,-7.890947518786778359e-01
-1.111374462534365781e+00,-8.824128612894940327e-01
-8.632962661492225021e-01,-9.407366796712541834e-01
-8.332555470557091448e-01,-1.104043371140182694e+00
-8.390698797834859057e-01,-9.990604980530143342e-01
-8.322864916010795922e-01,-9.290719159949021311e-01
-8.303483806918207089e-01,4.007111431092293397e-01
-8.032148279621956766e-01,-4.158223142354128266e-01
-6.404135115844454829e-01,-2.991746774718925250e-01
-6.985568388622134250e-01,-8.824128612894940327e-01
-6.016512933992668177e-01,-1.358679860029640696e-01
-5.241268570289095985e-01,-6.491175877624534296e-01
1.995417325007700526e+00,1.858806602653233053e+00
1.813234899537361056e+00,9.372902722214226934e-01
1.530270706785556989e+00,1.100596963690351204e+00
8.441794449078955376e-01,1.129758872881231113e+00
7.850670621754981537e-01,1.158920782072111244e+00
7.356452339893954084e-01,9.839493269268307918e-01
3.480230521376092567e-01,-6.199556785715732987e-01
2.627461721302162823e-01,-5.791290057043412265e-01
3.528683294107565760e-01,5.290235435491016380e-01
2.220458430357787616e-01,4.123759067855813365e-01
9.800674484320717750e-02,-2.291860954137803219e-01
4.470869483858658233e-02,2.840635063457090381e-01
-4.735157335121263633e-02,4.123759067855813365e-01
-3.184668607714118832e-02,-3.866604050445327512e-01
-8.611379153639125983e-02,-5.441347146752851804e-01
-1.345665642678645357e-01,-2.291860954137803219e-01
-1.781740597261904646e-01,6.826537833319644422e-02
-1.946480024548913890e-01,-4.858108962935249742e-01
1.607795143155914319e+00,2.354559058898194390e+00
1.801606234081807312e+00,2.179587603752914049e+00
1.510889597692967712e+00,1.829644693462353144e+00
1.165905855844878047e+00,1.674158695821887088e-01
6.193585794338596351e-01,6.243299649502043885e-02
1.951809829549374653e+00,2.162090458238385970e+00
7.840980067208687121e-01,4.109178113260283753e-03
